grad,gpa,app,res
"四川大学锦城学院","2.1","斯特拉斯克莱德大学
University of Strathclyde","申请成功"
"广东财经大学","3.02","拉夫堡大学
Loughborough University","申请失败"
"南京邮电大学","80.9","南安普顿大学
University of Southampton","申请成功"
"南京工业大学","88","曼彻斯特大学
The University of Manchester","申请成功"
"西南财经大学","申请时无均分成绩","利兹大学
University of Leeds","申请成功"
"南京大学","90","卡迪夫大学
Cardiff University","申请成功"
"湖北经济学院","85","曼彻斯特大学
The University of Manchester","申请失败"
"中央兰开夏大学","80","约克大学
University of York","申请失败"
"盐城工学院","3.33","卡迪夫大学
Cardiff University","申请成功"
"中山大学","3.5","谢菲尔德大学
The University of Sheffield","申请成功"
"上海理工大学","3.72","曼彻斯特大学
The University of Manchester","申请成功"
"华北科技学院","3.03","曼彻斯特大学
The University of Manchester","申请失败"
"朴次茅斯大学","申请时无均分成绩","约克大学
University of York","申请失败"
"University of Exeter","申请时无海外学生成绩","曼彻斯特大学
The University of Manchester","申请成功"
"西安大略大学","72.25","利兹大学
University of Leeds","申请成功"
"广东外语外贸大学","3.72","伦敦大学国王学院
King’s College London","申请失败"
"浙江财经大学","81.9","约克大学
University of York","申请成功"
"沈阳建筑大学","87","雷丁大学
University of Reading","申请成功"
"天津市美术中学","申请时无均分成绩","悉尼大学
The University of Sydney","申请成功"
"山东师范大学","2.58","约克大学
University of York","申请成功"
"中央兰开夏大学","申请时无海外学生成绩","曼彻斯特大学
The University of Manchester","申请成功"
"武汉工程大学","84.75","格拉斯哥大学
University of Glasgow","申请失败"
"北安普顿大学","申请时无均分成绩","莱斯特大学
University of Leicester","申请成功"
"南昌大学","86.1","曼彻斯特大学
The University of Manchester","申请失败"
"浙江工商大学","90.24","曼彻斯特大学
The University of Manchester","申请失败"
"德蒙特福大学","59","约克大学
University of York","申请成功"
"Jilin University","申请时无均分成绩","利兹大学
University of Leeds","申请成功"
"北京师范大学-香港浸会大学联合国际学院","申请时无均分成绩","曼彻斯特大学
The University of Manchester","申请失败"
"杭州师范大学","3.85","曼彻斯特大学
The University of Manchester","申请成功"
"","2.1","伦敦大学国王学院
King’s College London","申请失败"
"山东财经大学","86","埃克塞特大学
University of Exeter","申请成功"
"安徽商贸职业技术学院","83","格拉斯哥大学
University of Glasgow","申请失败"
"德蒙福特大学","申请时无海外学生成绩","莱斯特大学
University of Leicester","申请成功"
"复旦大学","3.23","曼彻斯特大学
The University of Manchester","申请成功"
"Purdue University","2.84","曼彻斯特大学
The University of Manchester","申请失败"
"南京财经大学","82.32","曼彻斯特大学
The University of Manchester","申请失败"
"东华大学","3.16","利兹大学
University of Leeds","申请成功"
"南方医科大学","3","莱斯特大学
University of Leicester","申请失败"
"北京师范大学珠海分校","87","南安普顿大学
University of Southampton","申请成功"
"朴次茅斯大学","申请时无合办项目成绩","利兹大学
University of Leeds","申请成功"
"天津城建大学","78.5","莫纳什大学
Monash University","申请成功"
"","3.7","兰卡斯特大学
Lancaster University","申请成功"
"启东市汇龙中学","87.7","谢菲尔德大学
The University of Sheffield","申请成功"
"南京林业大学","83","伯明翰大学
University of Birmingham","申请失败"
"东华大学","3.61","伦敦大学国王学院
King’s College London","申请失败"
"首都经济贸易大学","3.04","谢菲尔德大学
The University of Sheffield","申请失败"
"中国地质大学（武汉）","86.98","谢菲尔德哈勒姆大学
Sheffield Hallam University","申请成功"
"Coventry University","59.7","曼彻斯特大学
The University of Manchester","申请失败"
"普利茅斯大学","申请时无合办项目成绩","利物浦大学
University of Liverpool","申请成功"
"北京邮电大学","83.67","纽卡斯尔大学
Newcastle University","申请成功"
"Beijing University of Posts and Telecommunications","80.33","曼彻斯特大学
The University of Manchester","申请成功"
"","82","纽卡斯尔大学
Newcastle University","申请成功"
"山东农业大学","88.7","布里斯托大学
University of Bristol","申请失败"
"辽宁大学","81","埃克塞特大学
University of Exeter","申请成功"
"HERIOT-WATT UNIVERSITY","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请成功"
"辽宁大学","81","南安普顿大学
University of Southampton","申请成功"
"武汉大学","2.78","曼彻斯特大学
The University of Manchester","申请失败"
"澳门科技大学","2.87","伦敦大学玛丽皇后学院
Queen Mary, University of London","申请失败"
"University of  South Wales + 宁波大红鹰学院","79.25","考文垂大学
Coventry University","申请成功"
"Tongji University","申请时无均分成绩","曼彻斯特大学
The University of Manchester","申请失败"
"华南师范大学","2.65","利兹大学
University of Leeds","申请失败"
"伯明翰城市大学","申请时无海外学生成绩","南安普顿大学
University of Southampton","申请成功"
"西南民族大学","88.4","曼彻斯特大学
The University of Manchester","申请失败"
"天津商业大学","86","拉夫堡大学
Loughborough University","申请成功"
"上海理工大学","3.72","利兹大学
University of Leeds","申请成功"
"辽宁师范大学","85","格拉斯哥大学
University of Glasgow","申请成功"
"温州大学","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请失败"
"上海交通大学","85","曼彻斯特大学
The University of Manchester","申请成功"
"北京理工大学珠海学院","2.66","东英吉利大学
University of East Anglia","申请失败"
"郑州大学西亚斯国际学院","83.58","南安普顿大学
University of Southampton","申请失败"
"集美大学","3.49","曼彻斯特大学
The University of Manchester","申请失败"
"上海洋泾中学剑桥国际中心","3","赫尔大学
University of Hull","申请成功"
"南京审计学院","85.75","曼彻斯特大学
The University of Manchester","申请失败"
"珠海一中附属实验学校","85","新南威尔士大学
University of New South Wales","申请成功"
"华东政法大学","3.37","伦敦大学国王学院
King’s College London","申请失败"
"威尔士三一圣大卫大学","2.1","伯明翰大学
University of Birmingham","申请成功"
"德蒙福特大学","申请时无海外学生成绩","拉夫堡大学
Loughborough University","申请成功"
"南京财经大学","86.07","格拉斯哥大学
University of Glasgow","申请成功"
"朴次茅斯大学","申请时无合办项目成绩","卡迪夫大学
Cardiff University","申请成功"
"北京理工大学珠海学院","2.66","纽卡斯尔大学
Newcastle University","申请成功"
"朴次茅斯大学","申请时无合办项目成绩","拉夫堡大学
Loughborough University","申请成功"
"长春师范大学","88","诺丁汉大学
The University of Nottingham","申请成功"
"湖南大学","73.99","曼彻斯特大学
The University of Manchester","申请失败"
"普利茅斯大学","申请时无均分成绩","南安普顿大学
University of Southampton","申请失败"
"宁波大学科学技术学院","78.55","利物浦大学
University of Liverpool","申请失败"
"吉林华桥外国语学院","3.37","利兹大学
University of Leeds","申请成功"
"朴次茅斯大学","申请时无合办项目成绩","利物浦大学
University of Liverpool","申请成功"
"曼彻斯特大学","72","南安普顿大学
University of Southampton","申请成功"
"华东师范大学","3.31","伦敦大学国王学院
King’s College London","申请成功"
"北京工商大学","3.04","利兹大学
University of Leeds","申请成功"
"","80","布里斯托大学
University of Bristol","申请成功"
"厦门大学","3.6","格拉斯哥大学
University of Glasgow","申请失败"
"江西财经大学","79.7","埃克塞特大学
University of Exeter","申请失败"
"华南理工大学","3.55","伦敦大学国王学院
King’s College London","申请失败"
"江苏科技大学","3.17","卡迪夫大学
Cardiff University","申请成功"
"北京师范大学珠海分校","85","诺丁汉大学
The University of Nottingham","申请成功"
"集美大学诚毅学院","78.8","莱斯特大学
University of Leicester","申请成功"
"德蒙福特大学","申请时无海外学生成绩","伯明翰大学
University of Birmingham","申请失败"
"闽南师范大学","80.41","莫纳什大学
Monash University","申请成功"
"浙江大学城市学院","80","利物浦大学
University of Liverpool","申请成功"
"北京体育大学","3.33","拉夫堡大学
Loughborough University","申请成功"
"朴次茅斯大学","申请时无均分成绩","谢菲尔德大学
The University of Sheffield","申请成功"
"南开大学","88","莫纳什大学
Monash University","申请成功"
"湖南科技大学","79","曼彻斯特大学
The University of Manchester","申请成功"
"Guangzhou University","3.6","谢菲尔德大学
The University of Sheffield","申请成功"
"德蒙福特大学","86.71","曼彻斯特大学
The University of Manchester","申请成功"
"北安普顿大学","申请时无均分成绩","伯明翰大学
University of Birmingham","申请成功"
"天津商业大学","85","雷丁大学
University of Reading","申请成功"
"格林威治大学","申请时无均分成绩","利物浦大学
University of Liverpool","申请成功"
"Beijing Wuzi University","3.23","利物浦大学
University of Liverpool","申请成功"
"中国人民大学","3.08","伯明翰大学
University of Birmingham","申请成功"
"朴次茅斯大学","2.1","谢菲尔德大学
The University of Sheffield","申请成功"
"宁波大学","3.63","曼彻斯特大学
The University of Manchester","申请成功"
"北京林业大学","81.73","伦敦大学国王学院
King’s College London","申请失败"
"中国传媒大学","88","利兹大学
University of Leeds","申请成功"
"南华大学船山学院","3.28","阿伯丁大学
The University of Aberdeen","申请成功"
"四川大学","85.53","曼彻斯特大学
The University of Manchester","申请失败"
"中国政法大学","3.64","伦敦大学国王学院
King’s College London","申请失败"
"德蒙福特大学","申请时无海外学生成绩","利兹大学
University of Leeds","申请成功"
"首都师范大学","3.89","巴斯大学
University of Bath","申请成功"
"思克莱德大学","申请时无均分成绩","爱丁堡大学
The University of Edinburgh","申请成功"
"上海市金陵中学","申请时无均分成绩","雷丁大学
University of Reading","申请成功"
"旧金山州立大学","申请时无均分成绩","萨里大学
University of Surrey","申请失败"
"上海工程技术大学","86","伯明翰城市大学
Birmingham City University","申请成功"
"Guangzhou Academy of Fine Arts","2.6","曼彻斯特大学
The University of Manchester","申请成功"
"桑福德大学","2.81","卡迪夫大学
Cardiff University","申请成功"
"上海交通大学","80","拉夫堡大学
Loughborough University","申请成功"
"上海工程技术大学","2.9","谢菲尔德大学
The University of Sheffield","申请失败"
"索尔福德大学","申请时无海外学生成绩","曼彻斯特大学
The University of Manchester","申请失败"
"利物浦国际学院","申请时无均分成绩","埃塞克斯大学
University of Essex","申请成功"
"湖南科技大学","3.05","昆士兰大学
The University of Queensland","申请成功"
"南京航空航天大学","3.8","伦敦大学国王学院
King’s College London","申请失败"
"南开大学滨海学院","87.5","利兹大学
University of Leeds","申请失败"
"西南财经大学","申请时无均分成绩","曼彻斯特大学
The University of Manchester","申请成功"
"宁波诺丁汉大学","申请时无海外学生成绩","杜伦大学
Durham University","申请失败"
"广东金融学院","80","萨里大学
University of Surrey","申请成功"
"广州美术学院","3.7","杜伦大学
Durham University","申请失败"
"北京师范大学珠海分校","申请时无均分成绩","斯特拉斯克莱德大学
University of Strathclyde","申请失败"
"普利茅斯大学","申请时无合办项目成绩","谢菲尔德大学
The University of Sheffield","申请成功"
"暨南大学","3.72","巴斯大学
University of Bath","申请成功"
"南京审计大学","84.4","曼彻斯特大学
The University of Manchester","申请成功"
"东南大学","86.64","伯明翰大学
University of Birmingham","申请成功"
"中国传媒大学","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请成功"
"普利茅斯大学","申请时无均分成绩","格拉斯哥大学
University of Glasgow","申请成功"
"上海建桥学院","3.17","卡迪夫大学
Cardiff University","申请成功"
"衡阳市第八中学","93.2","墨尔本大学
The University of Melbourne","申请成功"
"上海对外经贸大学","77","卡迪夫大学
Cardiff University","申请成功"
"北京师范大学-香港浸会大学联合国际学院","2.92","约克大学
University of York","申请成功"
"牛津布鲁克斯大学","69.3","萨里大学
University of Surrey","申请成功"
"University of Sheffield College","59","亚伯大学
Aberystwyth University","申请成功"
"暨南大学","2.9","利兹大学
University of Leeds","申请失败"
"天津外国语大学","74.78","格拉斯哥大学
University of Glasgow","申请失败"
"FEIXU@XNN126.COM.CN","申请时无均分成绩","曼彻斯特大学
The University of Manchester","申请成功"
"Sichuan Normal University","80.5","谢菲尔德大学
The University of Sheffield","申请成功"
"Communication University of China","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请失败"
"天津大学","申请时无GPA成绩","谢菲尔德哈勒姆大学
Sheffield Hallam University","申请成功"
"卡迪夫城市大学","申请时无海外学生成绩","雷丁大学
University of Reading","申请成功"
"University of Northampton","申请时无均分成绩","萨塞克斯大学
University of Sussex","申请成功"
"广东财经大学","3.05","萨里大学
University of Surrey","申请成功"
"pearson edexcel international","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请成功"
"山东财经大学","申请时无均分成绩","诺丁汉大学
The University of Nottingham","申请成功"
"山西农业大学","83","纽卡斯尔大学
Newcastle University","申请成功"
"北京石油化工学院","73","纽卡斯尔大学
Newcastle University","申请成功"
"温州大学","申请时无均分成绩","赫瑞瓦特大学
Heriot-Watt University","申请成功"
"","3.57","利兹大学
University of Leeds","申请失败"
"西安外国语大学","2.89","萨里大学
University of Surrey","申请成功"
"云南财经大学","申请时无均分成绩","曼彻斯特大学
The University of Manchester","申请失败"
"中国海洋大学","2.9","卡迪夫大学
Cardiff University","申请失败"
"东华高级中学","申请时无均分成绩","杜伦大学
Durham University","申请失败"
"外交学院","92.07","曼彻斯特大学
The University of Manchester","申请失败"
"萨里大学","申请时无海外学生成绩","拉夫堡大学
Loughborough University","申请成功"
"赫特福德大学","申请时无海外学生成绩","雷丁大学
University of Reading","申请成功"
"北京工商大学","申请时无均分成绩","曼彻斯特大学
The University of Manchester","申请成功"
"燕京理工学院","76.6","东英吉利大学
University of East Anglia","申请失败"
"南京大学金陵学院","4.18","格拉斯哥大学
University of Glasgow","申请失败"
"上海立信会计学院","3.06","南安普顿大学
University of Southampton","申请失败"
"中山大学","3.7","爱丁堡大学
The University of Edinburgh","申请失败"
"Wenjing College, Yantai University","75","斯旺西大学
Swansea University","申请成功"
"清华大学","80","伯明翰大学
University of Birmingham","申请成功"
"Trinity College","60","墨尔本皇家理工大学
RMIT University","申请成功"
"东华大学","80.29","赫瑞瓦特大学
Heriot-Watt University","申请成功"
"浙江财经大学","申请时无均分成绩","曼彻斯特大学
The University of Manchester","申请成功"
"四川师范大学","76.9","考文垂大学
Coventry University","申请成功"
"德蒙福特大学","申请时无均分成绩","利兹大学
University of Leeds","申请成功"
"陕西师范大学","84","利兹大学
University of Leeds","申请成功"
"桑德兰大学","申请时无海外学生成绩","利物浦大学
University of Liverpool","申请成功"
"宁波大学","申请时无海外学生成绩","贝尔法斯特女王大学
Queen＇s University Belfast","申请成功"
"上海立信会计学院","78","莫纳什大学
Monash University","申请成功"
"内蒙古大学","80","纽卡斯尔大学
Newcastle University","申请成功"
"深圳大学","2.74","肯特大学
University of Kent","申请成功"
"深圳大学","2.45","埃塞克斯大学
University of Essex","申请成功"
"北京师范大学-香港浸会大学联合国际学院","3.15","布里斯托大学
University of Bristol","申请失败"
"伯明翰大学","3.39","曼彻斯特大学
The University of Manchester","申请失败"
"四川外国语大学","85","拉夫堡大学
Loughborough University","申请失败"
"南昌航空大学","83","纽卡斯尔大学
Newcastle University","申请成功"
"清华大学","80","萨里大学
University of Surrey","申请失败"
"郑州大学","3","伦敦大学国王学院
King’s College London","申请成功"
"华侨大学","73.7","卡迪夫大学
Cardiff University","申请失败"
"岭南大学","申请时无均分成绩","利物浦大学
University of Liverpool","申请失败"
"中央兰开夏大学","申请时无海外学生成绩","萨里大学
University of Surrey","申请成功"
"广东外语外贸大学","3.5","曼彻斯特大学
The University of Manchester","申请成功"
"北京师范大学珠海分校","3.8","利兹大学
University of Leeds","申请失败"
"中山大学新华学院","79.59","都柏林圣三一学院
Trinity College Dublin, the University o","申请成功"
"云南师范大学","75.04","斯特拉斯克莱德大学
University of Strathclyde","申请成功"
"朴次茅斯大学","85","利兹大学
University of Leeds","申请成功"
"北京工商大学嘉华学院","85.4","伦敦大学玛丽皇后学院
Queen Mary, University of London","申请失败"
"华东师范大学网络教育学院","75","利莫瑞克大学
University of Limerick","申请成功"
"纽卡斯尔大学","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请失败"
"上海财经大学","3.4","爱丁堡大学
The University of Edinburgh","申请失败"
"北京师范大学珠海分校","80","利兹大学
University of Leeds","申请失败"
"山东大学","申请时无均分成绩","曼彻斯特大学
The University of Manchester","申请成功"
"乔治华盛顿大学","3.43","伦敦大学国王学院
King’s College London","申请失败"
"西安理工大学","3.26","格拉斯哥大学
University of Glasgow","申请成功"
"浙江传媒学院","84.85","伦敦大学国王学院
King’s College London","申请失败"
"湖南师范大学","80.24","澳大利亚国立大学
The Australian National University","申请成功"
"黑河学院","3.14","利兹大学
University of Leeds","申请成功"
"华南师范大学","80.2","布里斯托大学
University of Bristol","申请失败"
"南京晓庄学院","81.51","巴斯大学
University of Bath","申请失败"
"","83","利物浦大学
University of Liverpool","申请成功"
"华东理工大学","82","伯明翰大学
University of Birmingham","申请成功"
"","3.67","利兹大学
University of Leeds","申请失败"
"利物浦大学","76","伦敦大学国王学院
King’s College London","申请成功"
"福建师范大学协和学院","申请时无均分成绩","诺丁汉大学
The University of Nottingham","申请成功"
"北京大学","3.48","曼彻斯特大学
The University of Manchester","申请成功"
"北京物资学院","3.5","利兹大学
University of Leeds","申请成功"
"东南大学成贤学院Southeast University Chengxian College","3.94","谢菲尔德大学
The University of Sheffield","申请失败"
"广东外语外贸大学","3.56","利兹大学
University of Leeds","申请成功"
"The University of Manchester","49.8","赫特福德大学
University of Hertfordshire","申请成功"
"郑州大学","2.8","南安普顿大学
University of Southampton","申请成功"
"西北农林科技大学","74.63","新南威尔士大学
University of New South Wales","申请成功"
"上海立信会计学院","3.04","利物浦大学
University of Liverpool","申请失败"
"考文垂大学","2.1","伯明翰大学
University of Birmingham","申请成功"
"华南师范大学","3.2","曼彻斯特大学
The University of Manchester","申请成功"
"江苏大学","78","利兹大学
University of Leeds","申请成功"
"淮南师范学院","3.14","萨里大学
University of Surrey","申请成功"
"苏州大学Soochow University","2.7","曼彻斯特大学
The University of Manchester","申请成功"
"考文垂大学","2.1","曼彻斯特大学
The University of Manchester","申请失败"
"普利茅斯大学","申请时无均分成绩","格拉斯哥大学
University of Glasgow","申请成功"
"山东科技大学","85","纽卡斯尔大学
Newcastle University","申请失败"
"西南科技大学","3.31","布莱顿大学
University of Brighton","申请成功"
"华南师范大学","3.2","埃克塞特大学
University of Exeter","申请成功"
"布拉德福德大学","2.2","拉夫堡大学
Loughborough University","申请成功"
"江南大学","2.61","曼彻斯特大学
The University of Manchester","申请成功"
"南京中医药大学","79","阿伯丁大学
The University of Aberdeen","申请成功"
"浙江传媒学院","86.54","利兹大学
University of Leeds","申请失败"
"吉林大学珠海学院","3.12","拉夫堡大学
Loughborough University","申请失败"
"格林威治大学","申请时无均分成绩","利兹大学
University of Leeds","申请成功"
"萨塞克斯大学","申请时无均分成绩","谢菲尔德大学
The University of Sheffield","申请失败"
"塔拉理工学院","3.18","纽卡斯尔大学
Newcastle University","申请成功"
"天津工程职业技术学院","71","朴茨茅斯大学
University of Portsmouth","申请成功"
"上海财经大学","3.45","曼彻斯特大学
The University of Manchester","申请失败"
"","77.13","纽卡斯尔大学
Newcastle University","申请失败"
"哈德斯菲尔德大学","2.1","曼彻斯特大学
The University of Manchester","申请成功"
"利物浦大学","申请时无均分成绩","萨里大学
University of Surrey","申请成功"
"北京邮电大学世纪学院","83.5","爱丁堡大学
The University of Edinburgh","申请失败"
"天津外国语大学滨海外事学院","83.16","利兹大学
University of Leeds","申请失败"
"Sun Yat-sen University","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请失败"
"北京科技大学","3","利兹大学
University of Leeds","申请成功"
"湖南大学","2.82","埃克塞特大学
University of Exeter","申请失败"
"华南理工大学","3.32","雷丁大学
University of Reading","申请成功"
"新加坡拉萨尔艺术学院","60.44","诺丁汉特伦特大学
Nottingham Trent University","申请成功"
"Jinan university","3.47","伦敦大学玛丽皇后学院
Queen Mary, University of London","申请成功"
"南昌航空大学","84.3","南安普顿大学
University of Southampton","申请失败"
"东北林业大学","70.98","南安普顿大学
University of Southampton","申请失败"
"中央财经大学","74.8","肯特大学
University of Kent","申请成功"
"武汉音乐学院","3.59","曼彻斯特大学
The University of Manchester","申请失败"
"中国地质大学（武汉）","75.56","东英吉利大学
University of East Anglia","申请失败"
"谢菲尔德哈勒姆大学","申请时无海外学生成绩","雷丁大学
University of Reading","申请成功"
"北京工业大学 北京-都柏林国际学院","4.02","爱丁堡大学
The University of Edinburgh","申请失败"
"德蒙福特大学","申请时无合办项目成绩","萨塞克斯大学
University of Sussex","申请成功"
"长江大学","申请时无均分成绩","谢菲尔德大学
The University of Sheffield","申请成功"
"北京印刷学院","80","曼彻斯特大学
The University of Manchester","申请成功"
"浙江大学城市学院","79.6","萨塞克斯大学
University of Sussex","申请成功"
"上海外国语大学","2.85","曼彻斯特大学
The University of Manchester","申请失败"
"江西科技师范大学","2.7","基尔大学
Keele University","申请成功"
"罗素学校","申请时无均分成绩","巴斯大学
University of Bath","申请失败"
"华中科技大学","80.5","曼彻斯特大学
The University of Manchester","申请失败"
"北京科技大学","85","利兹大学
University of Leeds","申请成功"
"诺丁汉大学","67","杜伦大学
Durham University","申请成功"
"东北财经大学","申请时无GPA成绩","卡迪夫大学
Cardiff University","申请失败"
"浙江财经大学","81.31","南安普顿大学
University of Southampton","申请成功"
"安徽财经大学","80.32","伦敦大学玛丽皇后学院
Queen Mary, University of London","申请成功"
"广东外语外贸大学南国商学院","2.81","阿斯顿大学
Aston University","申请成功"
"东北师范大学","85.14","塔斯马尼亚大学
University of Tasmania","申请成功"
"黑龙江大学","73","纽卡斯尔大学
Newcastle University","申请成功"
"马凯特大学","3.024","伦敦大学玛丽皇后学院
Queen Mary, University of London","申请失败"
"赫尔大学","申请时无海外学生成绩","曼彻斯特大学
The University of Manchester","申请失败"
"Queen’s University Belfast (QUB)","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请成功"
"浙江工商大学","3.92","格拉斯哥大学
University of Glasgow","申请成功"
"Shandong University, Weihai","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请失败"
"西安外国语大学","3","谢菲尔德大学
The University of Sheffield","申请失败"
"吉林财经大学","88","埃克塞特大学
University of Exeter","申请成功"
"青岛大学","80","曼彻斯特大学
The University of Manchester","申请失败"
"暨南大学","3.2","曼彻斯特大学
The University of Manchester","申请失败"
"深圳大学","3.4","埃克塞特大学
University of Exeter","申请成功"
"哈德斯菲尔德大学","申请时无合办项目成绩","雷丁大学
University of Reading","申请成功"
"太原理工大学现代科技学院","75.5","曼彻斯特大学
The University of Manchester","申请失败"
"兰州财经大学","80","谢菲尔德大学
The University of Sheffield","申请失败"
"深圳大学","3.09","曼彻斯特大学
The University of Manchester","申请失败"
"北京服装学院","83","谢菲尔德大学
The University of Sheffield","申请成功"
"深圳大学","3.25","伦敦大学玛丽皇后学院
Queen Mary, University of London","申请成功"
"哈尔滨学院","87","新南威尔士大学
University of New South Wales","申请成功"
"广西大学","83","布里斯托大学
University of Bristol","申请失败"
"东南大学","申请时无均分成绩","曼彻斯特大学
The University of Manchester","申请失败"
"普利茅斯大学","申请时无均分成绩","利兹大学
University of Leeds","申请成功"
"林肯大学","申请时无海外学生成绩","拉夫堡大学
Loughborough University","申请成功"
"南开大学","78.622","萨里大学
University of Surrey","申请成功"
"中国地质大学（武汉）","75.56","埃塞克斯大学
University of Essex","申请失败"
"莱斯特大学","2.1","伯明翰大学
University of Birmingham","申请成功"
"兰州理工大学","83.1","南安普顿大学
University of Southampton","申请失败"
"北京理工大学珠海学院","3.21","拉夫堡大学
Loughborough University","申请成功"
"西安科技大学Xi’an University of Science and Technology","申请时无均分成绩","利物浦大学
University of Liverpool","申请成功"
"伦敦大学皇家霍洛威学院","76","伦敦大学玛丽皇后学院
Queen Mary, University of London","申请失败"
"四川理工学院","申请时无均分成绩","萨里大学
University of Surrey","申请成功"
"华南理工大学","3.51","爱丁堡大学
The University of Edinburgh","申请成功"
"Minzu University of China","3.33","曼彻斯特大学
The University of Manchester","申请成功"
"安徽农业大学","82","诺丁汉大学
The University of Nottingham","申请失败"
"德蒙福特大学","申请时无均分成绩","利物浦大学
University of Liverpool","申请成功"
"华中科技大学","88.67","格拉斯哥大学
University of Glasgow","申请失败"
"南京师范大学Nanjing Normal University","2.75","南安普顿大学
University of Southampton","申请失败"
"温州大学","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请失败"
"密歇根州立大学","3.6","布里斯托大学
University of Bristol","申请失败"
"Beijing Language and Culture University","申请时无均分成绩","杜伦大学
Durham University","申请失败"
"中南大学","83.83","爱丁堡大学
The University of Edinburgh","申请失败"
"中国计量大学现代科技学院","3.2","雷丁大学
University of Reading","申请成功"
"阿拉巴马大学","3.019","曼彻斯特大学
The University of Manchester","申请成功"
"上海大学","3.14","曼彻斯特大学
The University of Manchester","申请失败"
"华东师范大学","申请时无均分成绩","曼彻斯特大学
The University of Manchester","申请失败"
"布鲁克豪斯","70","萨塞克斯大学
University of Sussex","申请成功"
"四川大学","87.64","曼彻斯特大学
The University of Manchester","申请成功"
"长沙理工大学城南学院","75","卡迪夫大学
Cardiff University","申请成功"
"河海大学","87.12","曼彻斯特大学
The University of Manchester","申请失败"
"西安外国语大学","81","利兹大学
University of Leeds","申请失败"
"集美大学","76.5","卡迪夫大学
Cardiff University","申请成功"
"九江学院","73.9","伦敦大学皇家霍洛威学院
Royal Holloway, University of London","申请成功"
"泰国东方大学","3.52","利物浦大学
University of Liverpool","申请失败"
"南阳理工学院","3.59","南安普顿大学
University of Southampton","申请失败"
"广东教育学院","申请时无均分成绩","格拉斯哥大学
University of Glasgow","申请失败"
"南京审计学院","80.2","南安普顿大学
University of Southampton","申请失败"
"电子科技大学","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请成功"
"中山大学","3.9","利兹大学
University of Leeds","申请成功"
"格拉斯哥大学","申请时无海外学生成绩","卡迪夫大学
Cardiff University","申请成功"
"南京林业大学","86.5","卡迪夫大学
Cardiff University","申请成功"
"中国民航大学","89.24","新南威尔士大学
University of New South Wales","申请成功"
"中国矿业大学","85","悉尼大学
The University of Sydney","申请成功"
"谢菲尔德哈勒姆大学","2.1","伯明翰大学
University of Birmingham","申请成功"
"威尔士三一圣大卫大学","1","埃克塞特大学
University of Exeter","申请成功"
"杭州电子科技大学","82","约克大学
University of York","申请成功"
"南京审计大学","87","曼彻斯特大学
The University of Manchester","申请失败"
"西北工业大学","申请时无均分成绩","曼彻斯特大学
The University of Manchester","申请成功"
"","3.77","巴斯斯巴大学
Bath Spa University","申请成功"
"Central China Normal University","申请时无均分成绩","爱丁堡大学
The University of Edinburgh","申请失败"
"河北工程大学","3.57","拉夫堡大学
Loughborough University","申请成功"
"谢菲尔德哈勒姆大学","申请时无海外学生成绩","谢菲尔德大学
The University of Sheffield","申请成功"
"中央财经大学","86.31","巴斯大学
University of Bath","申请成功"
"集美大学","3.21","利兹大学
University of Leeds","申请失败"
"中山大学","3.7","曼彻斯特大学
The University of Manchester","申请失败"
"Guangdong University of Business Studies","申请时无均分成绩","曼彻斯特大学
The University of Manchester","申请成功"
"北京理工大学珠海学院","78","德蒙福特大学
De Montfort University","申请成功"
"威尔士三一圣大卫大学","2.1","伯明翰大学
University of Birmingham","申请成功"
"华南农业大学","85","曼彻斯特大学
The University of Manchester","申请成功"
"伦敦南岸大学","50","考文垂大学
Coventry University","申请成功"
"北京科技大学","3","布里斯托大学
University of Bristol","申请成功"
"中南财经政法大学","2.89","曼彻斯特大学
The University of Manchester","申请成功"
"上海师范大学","3.04","曼彻斯特大学
The University of Manchester","申请成功"
"北京大学附属中学河南分校","88.5","金斯顿大学
Kingston University","申请成功"
"中国地质大学（武汉）","78","萨塞克斯大学
University of Sussex","申请成功"
"","申请时无均分成绩","诺丁汉大学
The University of Nottingham","申请成功"
"东北大学秦皇岛分校","3.8","诺丁汉大学
The University of Nottingham","申请成功"
"Beijing University of Civil Engineering","2.28","伦敦大学玛丽皇后学院
Queen Mary, University of London","申请成功"
"成都理工大学","申请时无均分成绩","卡迪夫大学
Cardiff University","申请成功"
"利物浦大学","89","新南威尔士大学
University of New South Wales","申请成功"
"University of Liverpool","62","曼彻斯特大学
The University of Manchester","申请失败"
"利物浦大学","58","曼彻斯特大学
The University of Manchester","申请成功"
"福建师范大学","3.37","格拉斯哥大学
University of Glasgow","申请成功"
"","3.5","伦敦大学国王学院
King’s College London","申请失败"
